Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDY49,17.2,Regular,0.012080016,Canned,164,OUT017,2007,,Tier 2,Supermarket Type1,2641
NCP18,12.15,Low Fat,0.02859825,Household,150,OUT046,1997,Small,Tier 1,Supermarket Type1,2257
FDT07,,Regular,0.076944658,Fruits and Vegetables,257,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433
FDG46,8.63,Regular,0.055084019,Snack Foods,114,OUT010,1998,,Tier 3,Grocery Store,455
FDH50,15,Regular,0.162093059,Canned,182,OUT018,2009,Medium,Tier 3,Supermarket Type2,1290
FDS40,,Low Fat,0.024546148,Frozen Foods,34,OUT019,1985,Small,Tier 1,Grocery Store,36
FDZ60,,Low Fat,0.118783796,Baking Goods,108,OUT027,1985,Medium,Tier 3,Supermarket Type3,1725
FDG38,8.975,Regular,0.052836076,Canned,86,OUT045,2002,,Tier 2,Supermarket Type1,1619
FDG31,12.15,Low Fat,0.037889224,Meat,64,OUT035,2004,Small,Tier 2,Supermarket Type1,904
FDS39,6.895,Low Fat,0.022587621,Meat,143,OUT017,2007,,Tier 2,Supermarket Type1,1994
FDL22,,Low Fat,0.036213953,Snack Foods,92,OUT027,1985,Medium,Tier 3,Supermarket Type3,2625
FDQ20,8.325,Low Fat,0.029779207,Fruits and Vegetables,39,OUT035,2004,Small,Tier 2,Supermarket Type1,974
DRB24,8.785,Low Fat,0.020693619,Soft Drinks,153,OUT017,2007,,Tier 2,Supermarket Type1,1853
DRI51,,Low Fat,0.042037073,Dairy,172,OUT027,1985,Medium,Tier 3,Supermarket Type3,6183
FDJ60,19.35,Regular,0.062516602,Baking Goods,163,OUT035,2004,Small,Tier 2,Supermarket Type1,3137
FDB40,17.5,Regular,0.012620221,Dairy,144,OUT010,1998,,Tier 3,Grocery Store,291
FDO15,16.75,Regular,0.008615,Meat,72,OUT017,2007,,Tier 2,Supermarket Type1,739
FDI53,8.895,Regular,0.137618927,Frozen Foods,161,OUT035,2004,Small,Tier 2,Supermarket Type1,1772
FDZ14,7.71,Regular,0.047588696,Dairy,122,OUT046,1997,Small,Tier 1,Supermarket Type1,605
NCD54,,Low Fat,0.050790917,Household,142,OUT019,1985,Small,Tier 1,Grocery Store,144
FDF28,15.7,Regular,0.037864721,Frozen Foods,124,OUT046,1997,Small,Tier 1,Supermarket Type1,1120
FDD39,16.7,Low Fat,0.070551723,Dairy,217,OUT017,2007,,Tier 2,Supermarket Type1,2163
NCN54,20.35,Low Fat,0.021326471,Household,76,OUT046,1997,Small,Tier 1,Supermarket Type1,772
NCO41,12.5,Low Fat,0.018955479,Health and Hygiene,100,OUT017,2007,,Tier 2,Supermarket Type1,2167
FDH45,15.1,Regular,0.105666833,Fruits and Vegetables,41,OUT046,1997,Small,Tier 1,Supermarket Type1,495
NCD55,14,Low Fat,0.040725405,Household,43,OUT010,1998,,Tier 3,Grocery Store,41
DRK35,8.365,Low Fat,0.072252888,Hard Drinks,39,OUT017,2007,,Tier 2,Supermarket Type1,834
FDM25,10.695,Regular,0.061008889,Breakfast,177,OUT017,2007,,Tier 2,Supermarket Type1,2636
NCW30,5.21,Low Fat,0.011007815,Household,259,OUT035,2004,Small,Tier 2,Supermarket Type1,2848
FDU15,13.65,Regular,0,Meat,37,OUT045,2002,,Tier 2,Supermarket Type1,575
DRN35,8.01,Low Fat,0.070247589,Hard Drinks,37,OUT046,1997,Small,Tier 1,Supermarket Type1,1366
FDN28,5.88,Regular,0.030294931,Frozen Foods,104,OUT049,1999,Medium,Tier 1,Supermarket Type1,412
NCK29,5.615,Low Fat,0.210511558,Health and Hygiene,121,OUT010,1998,,Tier 3,Grocery Store,123
FDA49,19.7,LF,0.0650227,Canned,87,OUT049,1999,Medium,Tier 1,Supermarket Type1,697
FDE40,,Regular,0.173587926,Dairy,60,OUT019,1985,Small,Tier 1,Grocery Store,123
FDD52,18.25,Regular,0.183579854,Dairy,110,OUT049,1999,Medium,Tier 1,Supermarket Type1,1977
FDZ31,15.35,Regular,0.113678422,Fruits and Vegetables,189,OUT018,2009,Medium,Tier 3,Supermarket Type2,2492
FDA13,,Low Fat,0.078174543,Canned,39,OUT027,1985,Medium,Tier 3,Supermarket Type3,721
FDU08,10.3,Low Fat,0.027292686,Fruits and Vegetables,101,OUT013,1987,High,Tier 3,Supermarket Type1,396
FDU15,13.65,Regular,0.026602089,Meat,35,OUT046,1997,Small,Tier 1,Supermarket Type1,790
FDD45,8.615,Low Fat,0.116226984,Fruits and Vegetables,95,OUT035,2004,Small,Tier 2,Supermarket Type1,2741
FDY50,5.8,Low Fat,0.131221393,Dairy,87,OUT045,2002,,Tier 2,Supermarket Type1,1070
FDD08,8.3,Low Fat,0.035409328,Fruits and Vegetables,36,OUT049,1999,Medium,Tier 1,Supermarket Type1,834
NCE30,16,Low Fat,0,Household,210,OUT045,2002,,Tier 2,Supermarket Type1,3610
FDB05,5.155,Low Fat,0.083327693,Frozen Foods,247,OUT049,1999,Medium,Tier 1,Supermarket Type1,5944
FDS09,8.895,Regular,0.08125293,Snack Foods,49,OUT045,2002,,Tier 2,Supermarket Type1,1062
FDZ07,15.1,Regular,0,Fruits and Vegetables,63,OUT018,2009,Medium,Tier 3,Supermarket Type2,1362
FDS57,15.5,LF,0.103422709,Snack Foods,144,OUT035,2004,Small,Tier 2,Supermarket Type1,1717
FDX28,6.325,Low Fat,0.125688044,Frozen Foods,100,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083
FDN56,,Regular,0.187443314,Fruits and Vegetables,145,OUT019,1985,Small,Tier 1,Grocery Store,288
FDX44,9.3,Low Fat,0.04295842,Fruits and Vegetables,89,OUT035,2004,Small,Tier 2,Supermarket Type1,2051
NCF19,,Low Fat,0.034938717,Household,49,OUT027,1985,Medium,Tier 3,Supermarket Type3,826
NCA17,20.6,LF,0.045603215,Health and Hygiene,149,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026
FDY40,15.5,Regular,0.085834992,Frozen Foods,49,OUT046,1997,Small,Tier 1,Supermarket Type1,788
NCX54,9.195,Low Fat,0.048050783,Household,105,OUT035,2004,Small,Tier 2,Supermarket Type1,1693
FDK28,5.695,Low Fat,0.065589906,Frozen Foods,258,OUT046,1997,Small,Tier 1,Supermarket Type1,5410
FDI32,,Low Fat,0.173529036,Fruits and Vegetables,113,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376
FDT11,5.94,Regular,0.029492018,Breads,188,OUT018,2009,Medium,Tier 3,Supermarket Type2,938
FDO32,6.36,Low Fat,0.121225455,Fruits and Vegetables,45,OUT017,2007,,Tier 2,Supermarket Type1,1118
DRJ01,,Low Fat,0.114475357,Soft Drinks,160,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255
FDW02,4.805,Regular,0,Dairy,123,OUT045,2002,,Tier 2,Supermarket Type1,2253
NCK30,14.85,Low Fat,0.060927824,Household,254,OUT013,1987,High,Tier 3,Supermarket Type1,4819
NCM43,14.5,Low Fat,0.019459164,Others,161,OUT013,1987,High,Tier 3,Supermarket Type1,2120
FDJ14,10.3,Regular,0.050070476,Canned,77,OUT046,1997,Small,Tier 1,Supermarket Type1,1278
FDE59,12.15,Low Fat,0.06227604,Starchy Foods,37,OUT035,2004,Small,Tier 2,Supermarket Type1,1078
FDN10,11.5,Low Fat,0.046217345,Snack Foods,120,OUT045,2002,,Tier 2,Supermarket Type1,474
NCC18,19.1,Low Fat,0.177270016,Household,174,OUT046,1997,Small,Tier 1,Supermarket Type1,1724
FDN34,,Regular,0.080127283,Snack Foods,168,OUT019,1985,Small,Tier 1,Grocery Store,338
FDU12,15.5,Regular,0.076059648,Baking Goods,265,OUT018,2009,Medium,Tier 3,Supermarket Type2,2109
FDR33,7.31,Low Fat,0.026788937,Snack Foods,110,OUT046,1997,Small,Tier 1,Supermarket Type1,3185
FDP33,18.7,Low Fat,0.089197963,Snack Foods,257,OUT013,1987,High,Tier 3,Supermarket Type1,2045
FDT49,7,Low Fat,0.151279591,Canned,107,OUT013,1987,High,Tier 3,Supermarket Type1,2876
FDK02,12.5,Low Fat,0.112203445,Canned,121,OUT035,2004,Small,Tier 2,Supermarket Type1,1438
NCM07,9.395,Low Fat,0.039961837,Others,84,OUT046,1997,Small,Tier 1,Supermarket Type1,419
FDX38,10.5,Regular,0.048207017,Dairy,45,OUT046,1997,Small,Tier 1,Supermarket Type1,575
FDS56,5.785,Regular,0.064871045,Fruits and Vegetables,262,OUT010,1998,,Tier 3,Grocery Store,786
FDU26,16.7,Regular,0.042685217,Dairy,120,OUT049,1999,Medium,Tier 1,Supermarket Type1,1072
FDR16,5.845,Regular,0.105181277,Frozen Foods,214,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343
FDA58,9.395,Low Fat,0.103751236,Snack Foods,235,OUT046,1997,Small,Tier 1,Supermarket Type1,942
FDI26,5.94,Low Fat,0.035028853,Canned,179,OUT018,2009,Medium,Tier 3,Supermarket Type2,1249
FDU36,6.15,Low Fat,0.046262201,Baking Goods,97,OUT035,2004,Small,Tier 2,Supermarket Type1,2069
FDG60,20.35,Low Fat,0.060688248,Baking Goods,234,OUT035,2004,Small,Tier 2,Supermarket Type1,4687
FDH14,17.1,Regular,0.078347922,Canned,141,OUT010,1998,,Tier 3,Grocery Store,280
FDQ37,,Low Fat,0.088828418,Breakfast,192,OUT027,1985,Medium,Tier 3,Supermarket Type3,7943
FDW23,5.765,Low Fat,0.081944045,Baking Goods,36,OUT013,1987,High,Tier 3,Supermarket Type1,849
FDM03,12.65,Low Fat,0.123726711,Meat,107,OUT017,2007,,Tier 2,Supermarket Type1,2251
FDB58,10.5,reg,0.013485235,Snack Foods,140,OUT013,1987,High,Tier 3,Supermarket Type1,3119
FDR09,18.25,Low Fat,0.077659918,Snack Foods,260,OUT013,1987,High,Tier 3,Supermarket Type1,1035
FDR48,11.65,Low Fat,0,Baking Goods,149,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821
FDZ52,19.2,Low Fat,0.100074524,Frozen Foods,110,OUT046,1997,Small,Tier 1,Supermarket Type1,778
DRD60,15.7,Low Fat,0.037289996,Soft Drinks,182,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453
FDJ14,10.3,Regular,0.050028809,Canned,80,OUT013,1987,High,Tier 3,Supermarket Type1,239
NCY29,13.65,low fat,0.077234113,Health and Hygiene,56,OUT046,1997,Small,Tier 1,Supermarket Type1,1188
NCP41,16.6,Low Fat,0.016197216,Health and Hygiene,108,OUT013,1987,High,Tier 3,Supermarket Type1,970
FDK46,9.6,Low Fat,0.051571772,Snack Foods,258,OUT045,2002,,Tier 2,Supermarket Type1,4673
FDI48,11.85,Regular,0.055672032,Baking Goods,50,OUT013,1987,High,Tier 3,Supermarket Type1,922
FDX48,,reg,0.066336811,Baking Goods,154,OUT019,1985,Small,Tier 1,Grocery Store,617
NCI29,8.6,Low Fat,0.032672263,Health and Hygiene,141,OUT049,1999,Medium,Tier 1,Supermarket Type1,709
FDL51,20.7,Regular,0.047491371,Dairy,213,OUT046,1997,Small,Tier 1,Supermarket Type1,2143
FDU21,11.8,Regular,0.077154417,Snack Foods,35,OUT017,2007,,Tier 2,Supermarket Type1,577
FDA08,,Regular,0.087692636,Fruits and Vegetables,162,OUT019,1985,Small,Tier 1,Grocery Store,328
FDK03,12.6,Regular,0.074221559,Dairy,255,OUT018,2009,Medium,Tier 3,Supermarket Type2,4832
DRH39,20.7,Low Fat,0.092834313,Dairy,77,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220
NCR18,15.85,Low Fat,0.020571083,Household,41,OUT018,2009,Medium,Tier 3,Supermarket Type2,255
NCX42,6.36,Low Fat,0.005978595,Household,163,OUT046,1997,Small,Tier 1,Supermarket Type1,1151
FDR15,9.3,reg,0.033489979,Meat,156,OUT049,1999,Medium,Tier 1,Supermarket Type1,1241
FDN60,,Low Fat,0.166609517,Baking Goods,157,OUT019,1985,Small,Tier 1,Grocery Store,316
FDH24,20.7,Low Fat,0.021552357,Baking Goods,157,OUT017,2007,,Tier 2,Supermarket Type1,2985
FDY50,,Low Fat,0.130321652,Dairy,88,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301
FDT26,18.85,Regular,0.068059156,Dairy,120,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797
NCC30,16.6,Low Fat,0.027573983,Household,176,OUT035,2004,Small,Tier 2,Supermarket Type1,2676
NCE43,12.5,low fat,0.103442268,Household,170,OUT046,1997,Small,Tier 1,Supermarket Type1,4942
DRK39,7.02,Low Fat,0,Dairy,83,OUT017,2007,,Tier 2,Supermarket Type1,1414
FDL16,12.85,Low Fat,0.168312678,Frozen Foods,45,OUT013,1987,High,Tier 3,Supermarket Type1,885
FDQ36,7.855,Regular,0.162205516,Baking Goods,36,OUT018,2009,Medium,Tier 3,Supermarket Type2,1155
FDS34,19.35,reg,0.076744561,Snack Foods,113,OUT035,2004,Small,Tier 2,Supermarket Type1,1593
FDN32,17.5,Low Fat,0.015591925,Fruits and Vegetables,184,OUT045,2002,,Tier 2,Supermarket Type1,2766
FDZ23,17.75,Regular,0.067639698,Baking Goods,187,OUT045,2002,,Tier 2,Supermarket Type1,1491
DRL49,13.15,Low Fat,0.056516756,Soft Drinks,143,OUT049,1999,Medium,Tier 1,Supermarket Type1,854
FDG33,5.365,Regular,0.140213762,Seafood,173,OUT035,2004,Small,Tier 2,Supermarket Type1,4637
FDG04,13.1,Low Fat,0.006075007,Frozen Foods,187,OUT045,2002,,Tier 2,Supermarket Type1,2432
FDR04,7.075,Low Fat,0.022612742,Frozen Foods,97,OUT045,2002,,Tier 2,Supermarket Type1,1944
FDF52,9.3,LF,0.066770664,Frozen Foods,180,OUT035,2004,Small,Tier 2,Supermarket Type1,2189
FDT36,12.3,Low Fat,0.186250852,Baking Goods,37,OUT010,1998,,Tier 3,Grocery Store,176
FDH17,16.2,Regular,0.016639482,Frozen Foods,95,OUT013,1987,High,Tier 3,Supermarket Type1,1076
NCL42,18.85,Low Fat,0.040599963,Household,244,OUT017,2007,,Tier 2,Supermarket Type1,5635
DRN35,8.01,Low Fat,0.070533748,Hard Drinks,34,OUT018,2009,Medium,Tier 3,Supermarket Type2,467
FDL21,,Regular,0.01251245,Snack Foods,38,OUT019,1985,Small,Tier 1,Grocery Store,79
FDX07,,Regular,0.022807826,Fruits and Vegetables,183,OUT027,1985,Medium,Tier 3,Supermarket Type3,4577
FDW16,17.35,Regular,0.041474232,Frozen Foods,93,OUT046,1997,Small,Tier 1,Supermarket Type1,826
FDS11,,Regular,0.055289464,Breads,222,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158
NCZ54,14.65,Low Fat,0.083698962,Household,163,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599
FDH32,12.8,Low Fat,0.076045655,Fruits and Vegetables,96,OUT035,2004,Small,Tier 2,Supermarket Type1,3765
NCQ17,,Low Fat,0.116366304,Health and Hygiene,158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068
FDK38,6.65,Low Fat,0.053279839,Canned,147,OUT035,2004,Small,Tier 2,Supermarket Type1,2078
NCF55,6.675,Low Fat,0.021648305,Household,35,OUT013,1987,High,Tier 3,Supermarket Type1,952
FDW39,6.69,Regular,0.037060755,Meat,176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411
FDX36,,Regular,0.224607399,Baking Goods,223,OUT019,1985,Small,Tier 1,Grocery Store,450
FDD47,7.6,reg,0.142699588,Starchy Foods,171,OUT045,2002,,Tier 2,Supermarket Type1,4431
FDQ46,7.51,Low Fat,0.103726639,Snack Foods,110,OUT013,1987,High,Tier 3,Supermarket Type1,1901
FDE56,,Regular,0.158424516,Fruits and Vegetables,62,OUT027,1985,Medium,Tier 3,Supermarket Type3,2291
FDY39,,Regular,0.08234117,Meat,185,OUT019,1985,Small,Tier 1,Grocery Store,1470
FDG05,11,Regular,0.087847141,Frozen Foods,156,OUT046,1997,Small,Tier 1,Supermarket Type1,2972
NCR54,,Low Fat,0.158562708,Household,194,OUT019,1985,Small,Tier 1,Grocery Store,196
FDX57,17.25,reg,0.047458754,Snack Foods,95,OUT018,2009,Medium,Tier 3,Supermarket Type2,1263
FDC17,,Low Fat,0.015385857,Frozen Foods,208,OUT027,1985,Medium,Tier 3,Supermarket Type3,9678
DRL60,,Low Fat,0.047377447,Soft Drinks,150,OUT019,1985,Small,Tier 1,Grocery Store,457
FDO32,6.36,Low Fat,0.120443298,Fruits and Vegetables,45,OUT013,1987,High,Tier 3,Supermarket Type1,1118
NCO29,11.15,Low Fat,0.032229348,Health and Hygiene,163,OUT013,1987,High,Tier 3,Supermarket Type1,1480
FDJ36,,Regular,0.127638966,Baking Goods,104,OUT027,1985,Medium,Tier 3,Supermarket Type3,2563
NCF54,18,Low Fat,0.047473135,Household,170,OUT045,2002,,Tier 2,Supermarket Type1,3103
FDV04,7.825,Regular,0.149986868,Frozen Foods,158,OUT035,2004,Small,Tier 2,Supermarket Type1,1414
NCK30,14.85,Low Fat,0.102065622,Household,254,OUT010,1998,,Tier 3,Grocery Store,1775
FDX09,,Low Fat,0.114243048,Snack Foods,174,OUT019,1985,Small,Tier 1,Grocery Store,176
FDH53,20.5,Regular,0.019183756,Frozen Foods,83,OUT013,1987,High,Tier 3,Supermarket Type1,1403
FDT22,10.395,Low Fat,0.112324552,Snack Foods,60,OUT045,2002,,Tier 2,Supermarket Type1,778
DRF25,,Low Fat,0.068153091,Soft Drinks,36,OUT019,1985,Small,Tier 1,Grocery Store,73
FDG56,13.3,Regular,0.071597469,Fruits and Vegetables,60,OUT045,2002,,Tier 2,Supermarket Type1,918
FDG38,,Regular,0.052473797,Canned,83,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494
FDS34,19.35,Regular,0.076914745,Snack Foods,114,OUT045,2002,,Tier 2,Supermarket Type1,1707
FDP44,16.5,Regular,0.079837509,Fruits and Vegetables,102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1743
FDW03,5.63,Regular,0.024520854,Meat,102,OUT013,1987,High,Tier 3,Supermarket Type1,1986
FDU25,12.35,LF,0.02678995,Canned,58,OUT018,2009,Medium,Tier 3,Supermarket Type2,926
NCR17,9.8,Low Fat,0.024432767,Health and Hygiene,116,OUT045,2002,,Tier 2,Supermarket Type1,2780
FDY39,5.305,Regular,0.047220268,Meat,181,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388
FDA03,18.5,Regular,0.045534457,Dairy,146,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645
FDG58,10.695,Regular,0,Snack Foods,156,OUT046,1997,Small,Tier 1,Supermarket Type1,1869
NCB19,6.525,Low Fat,0.090806457,Household,86,OUT017,2007,,Tier 2,Supermarket Type1,1631
FDI07,12.35,Regular,0.033813351,Meat,198,OUT049,1999,Medium,Tier 1,Supermarket Type1,3757
NCS06,7.935,Low Fat,0.031730739,Household,261,OUT035,2004,Small,Tier 2,Supermarket Type1,2366
FDX03,15.85,Regular,0.102262138,Meat,47,OUT010,1998,,Tier 3,Grocery Store,90
NCK29,5.615,LF,0,Health and Hygiene,121,OUT046,1997,Small,Tier 1,Supermarket Type1,2463
FDH16,10.5,Low Fat,0.052511611,Frozen Foods,90,OUT013,1987,High,Tier 3,Supermarket Type1,1258
FDA55,,Regular,0.056713056,Fruits and Vegetables,223,OUT027,1985,Medium,Tier 3,Supermarket Type3,5592
FDS20,8.85,Low Fat,0.053950661,Fruits and Vegetables,182,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925
FDS31,13.1,Regular,0.044192372,Fruits and Vegetables,180,OUT046,1997,Small,Tier 1,Supermarket Type1,2345
FDA23,,Low Fat,0.046958533,Baking Goods,101,OUT027,1985,Medium,Tier 3,Supermarket Type3,2327
NCU18,15.1,Low Fat,0.055829496,Household,140,OUT035,2004,Small,Tier 2,Supermarket Type1,2681
FDE11,17.7,Regular,0.13498355,Starchy Foods,184,OUT013,1987,High,Tier 3,Supermarket Type1,3146
FDE44,14.65,Low Fat,0,Fruits and Vegetables,49,OUT045,2002,,Tier 2,Supermarket Type1,837
FDV51,16.35,Low Fat,0.032538896,Meat,165,OUT046,1997,Small,Tier 1,Supermarket Type1,2652
FDK51,19.85,Low Fat,0.005264755,Dairy,264,OUT017,2007,,Tier 2,Supermarket Type1,5829
FDR36,6.715,Regular,0.121832956,Baking Goods,43,OUT045,2002,,Tier 2,Supermarket Type1,838
FDU40,20.85,Low Fat,0.037403973,Frozen Foods,192,OUT046,1997,Small,Tier 1,Supermarket Type1,2906
FDU37,,Regular,0.10400212,Canned,79,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074
FDV47,17.1,low fat,0.054162439,Breads,85,OUT013,1987,High,Tier 3,Supermarket Type1,1775
FDF04,,Low Fat,0.023876708,Frozen Foods,258,OUT019,1985,Small,Tier 1,Grocery Store,516
FDX16,17.85,Low Fat,0.065797601,Frozen Foods,147,OUT035,2004,Small,Tier 2,Supermarket Type1,1947
NCL05,19.6,Low Fat,0.047857804,Health and Hygiene,45,OUT013,1987,High,Tier 3,Supermarket Type1,605
NCL30,,Low Fat,0.048703432,Household,125,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158
NCR06,12.5,Low Fat,0.006765149,Household,41,OUT046,1997,Small,Tier 1,Supermarket Type1,383
FDX03,15.85,Regular,0.06121988,Meat,45,OUT045,2002,,Tier 2,Supermarket Type1,633
FDR32,6.78,Regular,0,Fruits and Vegetables,227,OUT046,1997,Small,Tier 1,Supermarket Type1,3197
FDX04,19.6,Regular,0.041563696,Frozen Foods,47,OUT035,2004,Small,Tier 2,Supermarket Type1,335
DRH01,17.5,Low Fat,0.098457814,Soft Drinks,171,OUT017,2007,,Tier 2,Supermarket Type1,2432
FDO57,20.75,Low Fat,0.108930629,Snack Foods,160,OUT045,2002,,Tier 2,Supermarket Type1,1444
FDD11,,Low Fat,0.03046847,Starchy Foods,254,OUT027,1985,Medium,Tier 3,Supermarket Type3,3036
DRM47,9.3,Low Fat,0.073288275,Hard Drinks,189,OUT010,1998,,Tier 3,Grocery Store,382
NCC54,17.75,Low Fat,0.097692448,Health and Hygiene,242,OUT035,2004,Small,Tier 2,Supermarket Type1,5543
FDC45,17,Low Fat,0.135944247,Fruits and Vegetables,171,OUT049,1999,Medium,Tier 1,Supermarket Type1,1539
FDW46,,Regular,0.123089128,Snack Foods,63,OUT019,1985,Small,Tier 1,Grocery Store,65
FDP40,4.555,Regular,0.034328578,Frozen Foods,110,OUT013,1987,High,Tier 3,Supermarket Type1,1230
FDM08,10.1,Regular,0.089688978,Fruits and Vegetables,225,OUT010,1998,,Tier 3,Grocery Store,1342
FDV52,20.7,Regular,0.121709653,Frozen Foods,119,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003
DRB24,8.785,Low Fat,0.020618957,Soft Drinks,153,OUT045,2002,,Tier 2,Supermarket Type1,4170
NCC54,17.75,LF,0.163548055,Health and Hygiene,239,OUT010,1998,,Tier 3,Grocery Store,723
FDV38,,Low Fat,0.178192864,Dairy,54,OUT019,1985,Small,Tier 1,Grocery Store,109
FDB36,5.465,Regular,0.048625599,Baking Goods,129,OUT045,2002,,Tier 2,Supermarket Type1,1311
DRH51,,Low Fat,0.170213676,Dairy,89,OUT019,1985,Small,Tier 1,Grocery Store,175
FDV45,,Low Fat,0.044829295,Snack Foods,187,OUT027,1985,Medium,Tier 3,Supermarket Type3,7510
NCL29,,Low Fat,0.113387677,Health and Hygiene,156,OUT027,1985,Medium,Tier 3,Supermarket Type3,1584
FDU14,17.75,Low Fat,0.058168807,Dairy,249,OUT010,1998,,Tier 3,Grocery Store,499
FDH17,16.2,Regular,0.016650191,Frozen Foods,97,OUT035,2004,Small,Tier 2,Supermarket Type1,1174
FDQ15,20.35,Regular,0.151044881,Meat,79,OUT035,2004,Small,Tier 2,Supermarket Type1,649
FDZ44,8.185,Low Fat,0.038948125,Fruits and Vegetables,115,OUT017,2007,,Tier 2,Supermarket Type1,820
FDM32,20.5,Low Fat,0.020688969,Fruits and Vegetables,88,OUT018,2009,Medium,Tier 3,Supermarket Type2,719
NCP29,8.42,Low Fat,0.112249781,Health and Hygiene,64,OUT035,2004,Small,Tier 2,Supermarket Type1,703
FDG53,10,Low Fat,0.046116319,Frozen Foods,141,OUT017,2007,,Tier 2,Supermarket Type1,838
FDT25,7.5,Low Fat,0.050957715,Canned,122,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572
FDM39,,Low Fat,0.053211728,Dairy,177,OUT027,1985,Medium,Tier 3,Supermarket Type3,8417
FDW35,10.6,Low Fat,0.011111714,Breads,43,OUT045,2002,,Tier 2,Supermarket Type1,671
FDD10,20.6,Regular,0.077029195,Snack Foods,177,OUT010,1998,,Tier 3,Grocery Store,892
FDH08,,Low Fat,0.017344679,Fruits and Vegetables,230,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283
DRG37,16.2,Low Fat,0.019457372,Soft Drinks,153,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246
FDU01,20.25,Regular,0.012063121,Canned,183,OUT017,2007,,Tier 2,Supermarket Type1,2406
NCZ17,12.15,Low Fat,0.079755214,Health and Hygiene,36,OUT018,2009,Medium,Tier 3,Supermarket Type2,493
FDU34,,LF,0.074830794,Snack Foods,125,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482
FDB16,8.21,Low Fat,0.044917289,Dairy,88,OUT035,2004,Small,Tier 2,Supermarket Type1,1133
FDG10,6.63,Regular,0.018310142,Snack Foods,57,OUT010,1998,,Tier 3,Grocery Store,57
FDH46,6.935,Regular,0.041247932,Snack Foods,101,OUT013,1987,High,Tier 3,Supermarket Type1,2255
FDC16,,Regular,0.0204702,Dairy,88,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510
FDH50,15,Regular,0.161404914,Canned,185,OUT035,2004,Small,Tier 2,Supermarket Type1,1844
NCZ18,7.825,Low Fat,0.186067862,Household,255,OUT046,1997,Small,Tier 1,Supermarket Type1,5073
FDJ32,10.695,LF,0.057792343,Fruits and Vegetables,61,OUT046,1997,Small,Tier 1,Supermarket Type1,428
DRI23,18.85,Low Fat,0,Hard Drinks,162,OUT035,2004,Small,Tier 2,Supermarket Type1,3209
DRD01,12.1,Regular,0.061270647,Soft Drinks,53,OUT049,1999,Medium,Tier 1,Supermarket Type1,386
FDY02,8.945,Regular,0.087823675,Dairy,261,OUT045,2002,,Tier 2,Supermarket Type1,3418
FDG38,8.975,Regular,0.05281112,Canned,86,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704
NCG30,20.2,Low Fat,0.112495847,Household,124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120
FDO31,6.76,Regular,0.029100745,Fruits and Vegetables,80,OUT018,2009,Medium,Tier 3,Supermarket Type2,559
NCU42,9,Low Fat,0.019546214,Household,168,OUT045,2002,,Tier 2,Supermarket Type1,4211
